"id","nome","codigo"
130,"Gerente de hotel","141505"
131,"Gerente de restaurante","141510"
132,"Gerente de bar","141515"
133,"Gerente de pensao","141520"
134,"Gerente de turismo","141525"
135,"Gerente de operacoes de transportes","141605"
136,"Gerente de operacoes de correios e telecomunicacoes","141610"
137,"Gerente de logisticaarmazenagem e distribuicao)","141615"
138,"Gerente de produtos bancarios","141705"
139,"Gerente de agencia","141710"
140,"Gerente de cambio e comercio exterior","141715"
141,"Gerente de credito e cobranca","141720"
142,"Gerente de credito imobiliario","141725"
143,"Gerente de credito rural","141730"
144,"Gerente de recuperacao de credito","141735"
145,"Gerente de administracao em aeroportos","141805"
146,"Gerente de empresa aerea e empresa de servicos auxiliares ao transporte aereoESATA) em aeroporto","141810"
147,"Gerente de operacoes em aeroportos","141815"
148,"Gerente de operacoes de cargas","141820"
149,"Gerente de seguranca da aviacao civil","141825"
150,"Gerente de seguranca operacionalaviacao civil)","141830"
151,"Gerente administrativo","142105"
152,"Gerente de riscos","142110"
153,"Gerente financeiro","142115"
154,"Tecnologo em gestao administrativo- financeira","142120"
155,"Analista de compliance","142125"
156,"Analista de riscos","142130"
157,"Oficial de protecao de dados pessoaisDPO)","142135"
158,"Gerente de recursos humanos","142205"
159,"Gerente de departamento pessoal","142210"
160,"Gerente comercial","142305"
161,"Gerente de comunicacao","142310"
162,"Gerente de marketing","142315"
163,"Gerente de vendas","142320"
164,"Relacoes publicas","142325"
165,"Analista de negocios","142330"
166,"Analista de pesquisa de mercado","142335"
167,"Ouvidor","142340"
168,"Profissional de relacoes institucionais e governamentais","142345"
169,"Profissional de relacoes internacionais","142350"
170,"Analista de e-commerce","142355"
171,"Gerente de compras","142405"
172,"Gerente de suprimentos","142410"
173,"Gerente de almoxarifado","142415"
174,"Gerente de infraestrutura de tecnologia da informacao","142505"
175,"Gerente de desenvolvimento de sistemas","142510"
176,"Gerente de operacao de tecnologia da informacao","142515"
177,"Gerente de projetos de tecnologia da informacao","142520"
178,"Gerente de seguranca da informacao","142525"
179,"Gerente de suporte tecnico de tecnologia da informacao","142530"
180,"Tecnologo em gestao da tecnologia da informacao","142535"
181,"Gerente de Pesquisa e DesenvolvimentoP&D)","142605"
182,"Especialista em desenvolvimento de cigarros","142610"
183,"Gerente de projetos e servicos de manutencao","142705"
184,"Tecnologo em sistemas biomedicos","142710"
185,"Bioengenheiro","201105"
186,"Biotecnologista","201110"
187,"Geneticista","201115"
188,"Pesquisador em metrologia","201205"
189,"Especialista em calibracoes metrologicas","201210"
190,"Especialista em ensaios metrologicos","201215"
191,"Especialista em instrumentacao metrologica","201220"
192,"Especialista em materiais de referencia metrologica","201225"
193,"Engenheiro mecatronico","202105"
194,"Engenheiro de controle e automacao","202110"
195,"Tecnologo em mecatronica","202115"
196,"Tecnologo em automacao industrial","202120"
197,"Pesquisador em biologia ambiental","203005"
198,"Pesquisador em biologia animal","203010"
199,"Pesquisador em biologia de microorganismos e parasitas","203015"
200,"Pesquisador em biologia humana","203020"
201,"Pesquisador em biologia vegetal","203025"
202,"Pesquisador em ciencias da computacao e informatica","203105"
203,"Pesquisador em ciencias da terra e meio ambiente","203110"
204,"Pesquisador em fisica","203115"
205,"Pesquisador em matematica","203120"
206,"Pesquisador em quimica","203125"
207,"Pesquisador de engenharia civil","203205"
208,"Pesquisador de engenharia e tecnologiaoutras areas da engenharia)","203210"
209,"Pesquisador de engenharia eletrica e eletronica","203215"
210,"Pesquisador de engenharia mecanica","203220"
211,"Pesquisador de engenharia metalurgica, de minas e de materiais","203225"
212,"Pesquisador de engenharia quimica","203230"
213,"Pesquisador de clinica medica","203305"
214,"Pesquisador de medicina basica","203310"
215,"Pesquisador em medicina veterinaria","203315"
216,"Pesquisador em saude coletiva","203320"
217,"Pesquisador em ciencias agronomicas","203405"
218,"Pesquisador em ciencias da pesca e aquicultura","203410"
219,"Pesquisador em ciencias da zootecnia","203415"
220,"Pesquisador em ciencias florestais","203420"
221,"Pesquisador em ciencias sociais e humanas","203505"
222,"Pesquisador em economia","203510"
223,"Pesquisador em ciencias da educacao","203515"
224,"Pesquisador em historia","203520"
225,"Pesquisador em psicologia","203525"
226,"Perito criminal","204105"
227,"Perito judicial","204110"
228,"Atuario","211105"
229,"Especialista em pesquisa operacional","211110"
230,"Matematico","211115"
231,"Matematico aplicado","211120"
232,"Estatistico","211205"
233,"Estatisticoestatistica aplicada)","211210"
234,"Estatistico teorico","211215"
235,"Engenheiro de aplicativos em computacao","212205"
236,"Engenheiro de equipamentos em computacao","212210"
237,"Engenheiros de sistemas operacionais em computacao","212215"
238,"Administrador de banco de dados","212305"
239,"Administrador de redes","212310"
240,"Administrador de sistemas operacionais","212315"
241,"Administrador em seguranca da informacao","212320"
242,"Analista de desenvolvimento de sistemas","212405"
243,"Analista de redes e de comunicacao de dados","212410"
244,"Analista de sistemas de automacao","212415"
245,"Analista de suporte computacional","212420"
246,"Arquiteto de solucoes de tecnologia da informacao","212425"
247,"Analista de testes de tecnologia da informacao","212430"
248,"Fisico","213105"
249,"Fisicoacustica)","213110"
250,"Fisicoatomica e molecular)","213115"
251,"Fisicocosmologia)","213120"
252,"Fisicoestatistica e matematica)","213125"
253,"Fisicofluidos)","213130"
254,"Fisicoinstrumentacao)","213135"
255,"Fisicomateria condensada)","213140"
256,"Fisicomateriais)","213145"
257,"Fisicomedicina)","213150"
258,"Fisiconuclear e reatores)","213155"
259,"Fisicooptica)","213160"
260,"Fisicoparticulas e campos)","213165"
261,"Fisicoplasma)","213170"
262,"Fisicotermica)","213175"
263,"Quimico","213205"
264,"Quimico industrial","213210"
265,"Tecnologo em processos quimicos","213215"
266,"Astronomo","213305"
267,"Geofisico espacial","213310"
268,"Meteorologista","213315"
269,"Geologo","213405"
270,"Geologo de engenharia","213410"
271,"Geofisico","213415"
272,"Geoquimico","213420"
273,"Hidrogeologo","213425"
274,"Paleontologo","213430"
275,"Petrografo","213435"
276,"Oceanografo","213440"
277,"Engenheiro ambiental","214005"
278,"Tecnologo em meio ambiente","214010"
279,"Arquiteto de edificacoes","214105"
280,"Arquiteto de interiores","214110"
281,"Arquiteto de patrimonio","214115"
282,"Arquiteto paisagista","214120"
283,"Arquiteto urbanista","214125"
284,"Urbanista","214130"
285,"Engenheiro civil","214205"
286,"Engenheiro civilaeroportos)","214210"
287,"Engenheiro civiledificacoes)","214215"
288,"Engenheiro civilestruturas metalicas)","214220"
289,"Engenheiro civilferrovias e metrovias)","214225"
290,"Engenheiro civilgeotecnia)","214230"
291,"Engenheiro civilhidrologia)","214235"
292,"Engenheiro civilhidraulica)","214240"
293,"Engenheiro civilpontes e viadutos)","214245"
294,"Engenheiro civilportos e vias navegaveis)","214250"
295,"Engenheiro civilrodovias)","214255"
296,"Engenheiro civilsaneamento)","214260"
297,"Engenheiro civiltuneis)","214265"
298,"Engenheiro civiltransportes e transito)","214270"
299,"Engenheiro ambiental","214275"
300,"Tecnologo em construcao civil","214280"
301,"Engenheiro eletricista","214305"
302,"Engenheiro eletronico","214310"
303,"Engenheiro eletricista de manutencao","214315"
304,"Engenheiro eletricista de projetos","214320"
305,"Engenheiro eletronico de manutencao","214325"
306,"Engenheiro eletronico de projetos","214330"
307,"Engenheiro de manutencao de telecomunicacoes","214335"
308,"Engenheiro de telecomunicacoes","214340"
309,"Engenheiro projetista de telecomunicacoes","214345"
310,"Engenheiro de redes de comunicacao","214350"
311,"Engenheiro de controle e automacao","214355"
312,"Tecnologo em eletricidade","214360"
313,"Tecnologo em eletronica","214365"
314,"Tecnologo em telecomunicacoes","214370"
315,"Engenheiro de energia","214375"
316,"Engenheiro biomedico","214380"
317,"Engenheiro mecanico","214405"
318,"Engenheiro mecanico automotivo","214410"
319,"Engenheiro mecanicoenergia nuclear)","214415"
320,"Engenheiro mecanico industrial","214420"
321,"Engenheiro aeronautico","214425"
322,"Engenheiro naval","214430"
323,"Tecnologo em fabricacao mecanica","214435"
324,"Engenheiro quimico","214505"
325,"Engenheiro quimicoindustria quimica)","214510"
326,"Engenheiro quimicomineracao, metalurgia, siderurgia, cimenteira e ceramica)","214515"
327,"Engenheiro quimicopapel e celulose)","214520"
328,"Engenheiro quimicopetroleo e borracha)","214525"
329,"Engenheiro quimicoutilidades e meio ambiente)","214530"
330,"Tecnologo em producao sulcroalcooleira","214535"
331,"Engenheiro textil","214540"
332,"Engenheiro de materiais","214605"
333,"Engenheiro metalurgista","214610"
334,"Tecnologo em metalurgia","214615"
335,"Engenheiro de minas","214705"
336,"Engenheiro de minasbeneficiamento)","214710"
337,"Engenheiro de minaslavra a ceu aberto)","214715"
338,"Engenheiro de minaslavra subterranea)","214720"
339,"Engenheiro de minaspesquisa mineral)","214725"
340,"Engenheiro de minasplanejamento)","214730"
341,"Engenheiro de minasprocesso)","214735"
342,"Engenheiro de minasprojeto)","214740"
343,"Tecnologo em petroleo e gas","214745"
344,"Tecnologo em rochas ornamentais","214750"
345,"Engenheiro agrimensor","214805"
346,"Engenheiro cartografo","214810"
347,"Engenheiro de producao","214905"
348,"Engenheiro de controle de qualidade","214910"
349,"Engenheiro de seguranca do trabalho","214915"
350,"Engenheiro de riscos","214920"
351,"Engenheiro de tempos e movimentos","214925"
352,"Tecnologo em producao industrial","214930"
353,"Tecnologo em seguranca do trabalho","214935"
354,"Higienista Ocupacional","214940"
355,"Engenheiro de logistica","214945"
356,"Agente de manobra e docagem","215105"
357,"Capitao de manobra da Marinha Mercante","215110"
358,"Comandante da Marinha Mercante","215115"
359,"Coordenador de operacoes de combate a poluicao no meio aquaviario","215120"
360,"Imediato da Marinha Mercante","215125"
361,"Inspetor de terminal","215130"
362,"Inspetor naval","215135"
363,"Oficial de quarto de navegacao da Marinha Mercante","215140"
364,"Pratico de portos da Marinha Mercante","215145"
365,"Vistoriador naval","215150"
366,"Oficial superior de maquinas da Marinha Mercante","215205"
367,"Primeiro oficial de maquinas da Marinha Mercante","215210"
368,"Segundo oficial de maquinas da Marinha Mercante","215215"
369,"Superintendente tecnico no transporte aquaviario","215220"
370,"Piloto de aeronaves","215305"
371,"Piloto de ensaios em voo","215310"
372,"Instrutor de voo","215315"
373,"Biologo","221105"
374,"Biomedico","221205"
375,"Engenheiro agricola","222105"
376,"Engenheiro agronomo","222110"
377,"Engenheiro de pesca","222115"
378,"Engenheiro florestal","222120"
379,"Tecnologo em agronegocio","222125"
380,"Engenheiro de alimentos","222205"
381,"Tecnologo em alimentos","222215"
382,"Medico broncoesofalogista","2231A1"
383,"Medico hansenologista","2231A2"
384,"Medico cirurgiao vascular","2231F3"
385,"Medico cancerologista pediatrico","2231F4"
386,"Medico cancerologista cirurgico","2231F5"
387,"Medico cancerologista clinico","2231F6"
388,"Medico em medicina de familia e comunidade","2231F7"
389,"Medico em medicina preventiva e social","2231F8"
390,"Medico residente","2231F9"
391,"Medico Cardiologista Intervencionista","2231G1"
392,"Medico acupunturista","223101"
393,"Medico alergista e imunologista","223102"
394,"Medico anatomopatologista","223103"
395,"Medico anestesiologista","223104"
396,"Medico angiologista","223105"
397,"Medico cardiologista","223106"
398,"Medico cirurgiao cardiovascular","223107"
399,"Medico cirurgiao de cabeca e pescoco","223108"
400,"Medico cirurgiao do aparelho digestivo","223109"
401,"Medico cirurgiao geral","223110"
402,"Medico cirurgiao pediatrico","223111"
403,"Medico cirurgiao plastico","223112"
404,"Medico cirurgiao toracico","223113"
405,"Medico citopatologista","223114"
406,"Medico clinico","223115"
407,"Medico de saude da familia","223116"
408,"Medico dermatologista","223117"
409,"Medico do trabalho","223118"
410,"Medico em eletroencefalografia","223119"
411,"Medico em endoscopia","223120"
412,"Medico em medicina de trafego","223121"
413,"Medico em medicina intensiva","223122"
414,"Medico em medicina nuclear","223123"
415,"Medico em radiologia e diagnostico por imagem","223124"
416,"Medico endocrinologista e metabologista","223125"
417,"Medico fisiatra","223126"
418,"Medico foniatra","223127"
419,"Medico gastroenterologista","223128"
420,"Medico generalista","223129"
421,"Medico geneticista","223130"
422,"Medico geriatra","223131"
423,"Medico ginecologista e obstetra","223132"
424,"Medico hematologista","223133"
425,"Medico hemoterapeuta","223134"
426,"Medico homeopata","223135"
427,"Medico infectologista","223136"
428,"Medico legista","223137"
429,"Medico mastologista","223138"
430,"Medico nefrologista","223139"
431,"Medico neurocirurgiao","223140"
432,"Medico neurofisiologista","223141"
433,"Medico neurologista","223142"
434,"Medico nutrologista","223143"
435,"Medico oftalmologista","223144"
436,"Medico oncologista","223145"
437,"Medico ortopedista e traumatologista","223146"
438,"Medico otorrinolaringologista","223147"
439,"Medico patologista clinico","223148"
440,"Medico pediatra","223149"
441,"Medico perito","223150"
442,"Medico pneumologista","223151"
443,"Medico proctologista","223152"
444,"Medico psiquiatra","223153"
445,"Medico radioterapeuta","223154"
446,"Medico reumatologista","223155"
447,"Medico sanitarista","223156"
448,"Medico urologista","223157"
449,"Cirurgiao dentista de saude da familia","2232B1"
450,"Cirurgiao dentista - auditor","223204"
451,"Cirurgiao dentista - clinico geral","223208"
452,"Cirurgiao dentista - endodontista","223212"
453,"Cirurgiao dentista - epidemiologista","223216"
454,"Cirurgiao dentista - estomatologista","223220"
455,"Cirurgiao dentista - implantodontista","223224"
456,"Cirurgiao dentista - odontogeriatra","223228"
457,"Cirurgiao dentista - odontologista legal","223232"
458,"Cirurgiao dentista - odontopediatra","223236"
459,"Cirurgiao dentista - ortopedista e ortodontista","223240"
460,"Cirurgiao dentista - patologista bucal","223244"
461,"Cirurgiao dentista - periodontista","223248"
462,"Cirurgiao dentista - protesiologo bucomaxilofacial","223252"
463,"Cirurgiao dentista - protesista","223256"
464,"Cirurgiao dentista - radiologista","223260"
465,"Cirurgiao dentista - reabilitador oral","223264"
466,"Cirurgiao dentista - traumatologista bucomaxilofacial","223268"
467,"Cirurgiao dentista de saude coletiva","223272"
468,"Cirurgiao dentista - odontologia do trabalho","223276"
469,"Cirurgiao dentista - dentistica","223280"
470,"Cirurgiao dentista - disfuncao temporomandibular e dor orofacial","223284"
471,"Cirurgiao dentista - odontologia para pacientes com necessidades especiais","223288"
472,"Cirurgiao-dentista da estrategia de saude da familia","223293"
473,"Medico veterinario","223305"
474,"Zootecnista","223310"
475,"Farmaceutico","223405"
476,"Farmaceutico bioquimico","223410"
477,"Farmaceutico analista clinico","223415"
478,"Farmaceutico de alimentos","223420"
479,"Farmaceutico praticas integrativas e complementares","223425"
480,"Farmaceutico em saude publica","223430"
481,"Farmaceutico industrial","223435"
482,"Farmaceutico toxicologista","223440"
483,"Farmaceutico hospitalar e clinico","223445"
484,"Enfermeiro saude da familia","2235C1"
485,"Enfermeiro da estrategia de agente comunitario de saude","2235C2"
486,"Enfermeiro Estomaterapeuta","2235C3"
487,"Enfermeiro","223505"
488,"Enfermeiro auditor","223510"
489,"Enfermeiro de bordo","223515"
490,"Enfermeiro de centro cirurgico","223520"
491,"Enfermeiro de terapia intensiva","223525"
492,"Enfermeiro do trabalho","223530"
493,"Enfermeiro nefrologista","223535"
494,"Enfermeiro neonatologista","223540"
495,"Enfermeiro obstetrico","223545"
496,"Enfermeiro psiquiatrico","223550"
497,"Enfermeiro puericultor e pediatrico","223555"
498,"Enfermeiro sanitarista","223560"
499,"Enfermeiro da estrategia de saude da familia","223565"
500,"Perfusionista","223570"
501,"Obstetriz","223575"
502,"Tecnico em orientacao e mobilidade de cegos e deficientes visuais","2236I1"
503,"Fisioterapeuta geral","223605"
504,"Ortoptista","223615"
505,"Terapeuta ocupacional","223620"
506,"Fisioterapeuta respiratoria","223625"
507,"Fisioterapeuta neurofuncional","223630"
508,"Fisioterapeuta traumato-ortopedica funcional","223635"
509,"Fisioterapeuta osteopata","223640"
510,"Fisioterapeuta quiropraxista","223645"
511,"Fisioterapeuta acupunturista","223650"
512,"Fisioterapeuta esportivo","223655"
513,"Fisioterapeuta do trabalho","223660"
514,"Dietista","223705"
515,"Nutricionista","223710"
516,"Fonoaudiologo geral","223810"
517,"Fonoaudiologo educacional","223815"
518,"Fonoaudiologo em audiologia","223820"
519,"Fonoaudiologo em disfagia","223825"
520,"Fonoaudiologo em linguagem","223830"
521,"Fonoaudiologo em motricidade orofacial","223835"
522,"Fonoaudiologo em saude coletiva","223840"
523,"Fonoaudiologo em voz","223845"
524,"Terapeuta ocupacional","223905"
525,"Ortoptista","223910"
526,"Psicomotricista","223915"
527,"Profissional de educacao fisica na saude","2241E1"
528,"Avaliador fisico","224105"
529,"Ludomotricista","224110"
530,"Preparador de atleta","224115"
531,"Preparador fisico","224120"
532,"Tecnico de desporto individual e coletivoexceto futebol)","224125"
533,"Tecnico de laboratorio e fiscalizacao desportiva","224130"
534,"Treinador profissional de futebol","224135"
535,"Profissional de educacao fisica na saude","224140"
536,"Medico infectologista","225103"
537,"Medico acupunturista","225105"
538,"Medico legista","225106"
539,"Medico nefrologista","225109"
540,"Medico alergista e imunologista","225110"
541,"Medico neurologista","225112"
542,"Medico angiologista","225115"
543,"Medico nutrologista","225118"
544,"Medico cardiologista","225120"
545,"Medico oncologista clinico","225121"
546,"Medico cancerologista pediatrico","225122"
547,"Medico pediatra","225124"
548,"Medico clinico","225125"
549,"Medico pneumologista","225127"
550,"Medico de familia e comunidade","225130"
551,"Medico psiquiatra","225133"
552,"Medico dermatologista","225135"
553,"Medico reumatologista","225136"
554,"Medico sanitarista","225139"
555,"Medico do trabalho","225140"
556,"Medico da estrategia de saude da familia","225142"
557,"Medico em medicina de trafego","225145"
558,"Medico anatomopatologista","225148"
559,"Medico em medicina intensiva","225150"
560,"Medico anestesiologista","225151"
561,"Medico Antroposofico","225154"
562,"Medico endocrinologista e metabologista","225155"
563,"Medico fisiatra","225160"
564,"Medico gastroenterologista","225165"
565,"Medico generalista","225170"
566,"Medico geneticista","225175"
567,"Medico geriatra","225180"
568,"Medico hematologista","225185"
569,"Medico hemoterapeuta","225190"
570,"Medico homeopata","225195"
571,"Medico em cirurgia vascular","225203"
572,"Medico cirurgiao cardiovascular","225210"
573,"Medico cirurgiao de cabeca e pescoco","225215"
574,"Medico cirurgiao do aparelho digestivo","225220"
575,"Medico cirurgiao geral","225225"
576,"Medico cirurgiao pediatrico","225230"
577,"Medico cirurgiao plastico","225235"
578,"Medico cirurgiao toracico","225240"
579,"Medico foniatra","225245"
580,"Medico ginecologista e obstetra","225250"
581,"Medico mastologista","225255"
582,"Medico neurocirurgiao","225260"
583,"Medico oftalmologista","225265"
584,"Medico ortopedista e traumatologista","225270"
585,"Medico otorrinolaringologista","225275"
586,"Medico coloproctologista","225280"
587,"Medico urologista","225285"
588,"Medico cancerologista cirurgico","225290"
589,"Medico cirurgiao da mao","225295"
590,"Medico citopatologista","225305"
591,"Medico em endoscopia","225310"
592,"Medico em medicina nuclear","225315"
593,"Medico em radiologia e diagnostico por imagem","225320"
594,"Medico patologista","225325"
595,"Medico radioterapeuta","225330"
596,"Medico patologista clinico / medicina laboratorial","225335"
597,"Medico hemoterapeuta","225340"
598,"Medico hiperbarista","225345"
599,"Medico neurofisiologista clinico","225350"
600,"Medico Radiologista Intervencionista","225355"
601,"Quiropraxista","226105"
602,"Osteopata","226110"
603,"Musicoterapeuta","226305"
604,"Arteterapeuta","226310"
605,"Equoterapeuta","226315"
606,"Naturologo","226320"
607,"Professor de nivel superior na educacao infantilquatro a seis anos)","231105"
608,"Professor de nivel superior na educacao infantilzero a tres anos)","231110"
609,"Professor da educacao de jovens e adultos do ensino fundamentalprimeira a quarta serie)","231205"
610,"Professor de nivel superior do ensino fundamentalprimeira a quarta serie)","231210"
611,"Professor de ciencias exatas e naturais do ensino fundamental","231305"
612,"Professor de educacao artistica do ensino fundamental","231310"
613,"Professor de educacao fisica do ensino fundamental","231315"
614,"Professor de geografia do ensino fundamental","231320"
615,"Professor de historia do ensino fundamental","231325"
616,"Professor de lingua estrangeira moderna do ensino fundamental","231330"
617,"Professor de lingua portuguesa do ensino fundamental","231335"
618,"Professor de matematica do ensino fundamental","231340"
619,"Professor de artes no ensino medio","232105"
620,"Professor de biologia no ensino medio","232110"
621,"Professor de disciplinas pedagogicas no ensino medio","232115"
622,"Professor de educacao fisica no ensino medio","232120"
623,"Professor de filosofia no ensino medio","232125"
624,"Professor de fisica no ensino medio","232130"
625,"Professor de geografia no ensino medio","232135"
626,"Professor de historia no ensino medio","232140"
627,"Professor de lingua e literatura brasileira no ensino medio","232145"
628,"Professor de lingua estrangeira moderna no ensino medio","232150"
629,"Professor de matematica no ensino medio","232155"
630,"Professor de psicologia no ensino medio","232160"
631,"Professor de quimica no ensino medio","232165"
632,"Professor de sociologia no ensino medio","232170"
633,"Professor da area de meio ambiente","233105"
634,"Professor de desenho tecnico","233110"
635,"Professor de tecnicas agricolas","233115"
636,"Professor de tecnicas comerciais e secretariais","233120"
637,"Professor de tecnicas de enfermagem","233125"
638,"Professor de tecnicas industriais","233130"
639,"Professor de tecnologia e calculo tecnico","233135"
640,"Instrutor de aprendizagem e treinamento agropecuario","233205"
641,"Instrutor de aprendizagem e treinamento industrial","233210"
642,"Instrutor de aprendizagem e treinamento comercial","233215"
643,"Professor instrutor de ensino e aprendizagem agroflorestal","233220"
644,"Professor instrutor de ensino e aprendizagem em servicos","233225"
645,"Professor de matematica aplicadano ensino superior)","234105"
646,"Professor de matematica purano ensino superior)","234110"
647,"Professor de estatisticano ensino superior)","234115"
648,"Professor de computacaono ensino superior)","234120"
649,"Professor de pesquisa operacionalno ensino superior)","234125"
650,"Professor de fisicaensino superior)","234205"
651,"Professor de quimicaensino superior)","234210"
652,"Professor de astronomiaensino superior)","234215"
653,"Professor de arquitetura","234305"
654,"Professor de engenharia","234310"
655,"Professor de geofisica","234315"
656,"Professor de geologia","234320"
657,"Professor de ciencias biologicas do ensino superior","234405"
658,"Professor de educacao fisica no ensino superior","234410"
659,"Professor de enfermagem do ensino superior","234415"
660,"Professor de farmacia e bioquimica","234420"
661,"Professor de fisioterapia","234425"
662,"Professor de fonoaudiologia","234430"
663,"Professor de medicina","234435"
664,"Professor de medicina veterinaria","234440"
665,"Professor de nutricao","234445"
666,"Professor de odontologia","234450"
667,"Professor de terapia ocupacional","234455"
668,"Professor de zootecnia do ensino superior","234460"
669,"Professor de ensino superior na area de didatica","234505"
670,"Professor de ensino superior na area de orientacao educacional","234510"
